Year,Period,State,State ANSI,Data Item,Value
2012,MARKETING YEAR,ARKANSAS,5.0,"HONEY - PRODUCTION, MEASURED IN LB",1575000
2012,MARKETING YEAR,ARKANSAS,5.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
2012,MARKETING YEAR,CALIFORNIA,6.0,"HONEY - PRODUCTION, MEASURED IN LB",11550000
2012,MARKETING YEAR,CALIFORNIA,6.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",330000
2012,MARKETING YEAR,COLORADO,8.0,"HONEY - PRODUCTION, MEASURED IN LB",1200000
2012,MARKETING YEAR,COLORADO,8.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
2012,MARKETING YEAR,FLORIDA,12.0,"HONEY - PRODUCTION, MEASURED IN LB",12352000
2012,MARKETING YEAR,FLORIDA,12.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",193000
2012,MARKETING YEAR,GEORGIA,13.0,"HONEY - PRODUCTION, MEASURED IN LB",3009000
2012,MARKETING YEAR,GEORGIA,13.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",59000
2012,MARKETING YEAR,HAWAII,15.0,"HONEY - PRODUCTION, MEASURED IN LB",750000
2012,MARKETING YEAR,HAWAII,15.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
2012,MARKETING YEAR,IDAHO,16.0,"HONEY - PRODUCTION, MEASURED IN LB",2944000
2012,MARKETING YEAR,IDAHO,16.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",92000
2012,MARKETING YEAR,ILLINOIS,17.0,"HONEY - PRODUCTION, MEASURED IN LB",427000
2012,MARKETING YEAR,ILLINOIS,17.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
2012,MARKETING YEAR,INDIANA,18.0,"HONEY - PRODUCTION, MEASURED IN LB",472000
2012,MARKETING YEAR,INDIANA,18.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
2012,MARKETING YEAR,IOWA,19.0,"HONEY - PRODUCTION, MEASURED IN LB",2257000
2012,MARKETING YEAR,IOWA,19.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",37000
2012,MARKETING YEAR,KANSAS,20.0,"HONEY - PRODUCTION, MEASURED IN LB",330000
2012,MARKETING YEAR,KANSAS,20.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
2012,MARKETING YEAR,KENTUCKY,21.0,"HONEY - PRODUCTION, MEASURED IN LB",255000
2012,MARKETING YEAR,KENTUCKY,21.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
2012,MARKETING YEAR,LOUISIANA,22.0,"HONEY - PRODUCTION, MEASURED IN LB",3526000
2012,MARKETING YEAR,LOUISIANA,22.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",41000
2012,MARKETING YEAR,MAINE,23.0,"HONEY - PRODUCTION, MEASURED IN LB",136000
2012,MARKETING YEAR,MAINE,23.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
2012,MARKETING YEAR,MICHIGAN,26.0,"HONEY - PRODUCTION, MEASURED IN LB",4161000
2012,MARKETING YEAR,MICHIGAN,26.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",73000
2012,MARKETING YEAR,MINNESOTA,27.0,"HONEY - PRODUCTION, MEASURED IN LB",8375000
2012,MARKETING YEAR,MINNESOTA,27.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",125000
2012,MARKETING YEAR,MISSISSIPPI,28.0,"HONEY - PRODUCTION, MEASURED IN LB",2124000
2012,MARKETING YEAR,MISSISSIPPI,28.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
2012,MARKETING YEAR,MISSOURI,29.0,"HONEY - PRODUCTION, MEASURED IN LB",371000
2012,MARKETING YEAR,MISSOURI,29.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
2012,MARKETING YEAR,MONTANA,30.0,"HONEY - PRODUCTION, MEASURED IN LB",7540000
2012,MARKETING YEAR,MONTANA,30.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",145000
2012,MARKETING YEAR,NEBRASKA,31.0,"HONEY - PRODUCTION, MEASURED IN LB",2795000
2012,MARKETING YEAR,NEBRASKA,31.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",43000
2012,MARKETING YEAR,NEW JERSEY,34.0,"HONEY - PRODUCTION, MEASURED IN LB",462000
2012,MARKETING YEAR,NEW JERSEY,34.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
2012,MARKETING YEAR,NEW MEXICO,35.0,"HONEY - PRODUCTION, MEASURED IN LB",260000
2012,MARKETING YEAR,NEW MEXICO,35.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
2012,MARKETING YEAR,NEW YORK,36.0,"HONEY - PRODUCTION, MEASURED IN LB",2601000
2012,MARKETING YEAR,NEW YORK,36.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",51000
2012,MARKETING YEAR,NORTH CAROLINA,37.0,"HONEY - PRODUCTION, MEASURED IN LB",507000
2012,MARKETING YEAR,NORTH CAROLINA,37.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",13000
2012,MARKETING YEAR,NORTH DAKOTA,38.0,"HONEY - PRODUCTION, MEASURED IN LB",33120000
2012,MARKETING YEAR,NORTH DAKOTA,38.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",480000
2012,MARKETING YEAR,OHIO,39.0,"HONEY - PRODUCTION, MEASURED IN LB",1080000
2012,MARKETING YEAR,OHIO,39.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
2012,MARKETING YEAR,OREGON,41.0,"HONEY - PRODUCTION, MEASURED IN LB",1920000
2012,MARKETING YEAR,OREGON,41.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
2012,MARKETING YEAR,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB",1389000
2012,MARKETING YEAR,OTHER STATES,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
2012,MARKETING YEAR,PENNSYLVANIA,42.0,"HONEY - PRODUCTION, MEASURED IN LB",960000
2012,MARKETING YEAR,PENNSYLVANIA,42.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
2012,MARKETING YEAR,SOUTH DAKOTA,46.0,"HONEY - PRODUCTION, MEASURED IN LB",16380000
2012,MARKETING YEAR,SOUTH DAKOTA,46.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",260000
2012,MARKETING YEAR,TENNESSEE,47.0,"HONEY - PRODUCTION, MEASURED IN LB",366000
2012,MARKETING YEAR,TENNESSEE,47.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
2012,MARKETING YEAR,TEXAS,48.0,"HONEY - PRODUCTION, MEASURED IN LB",4784000
2012,MARKETING YEAR,TEXAS,48.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",92000
2012,MARKETING YEAR,UTAH,49.0,"HONEY - PRODUCTION, MEASURED IN LB",950000
2012,MARKETING YEAR,UTAH,49.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
2012,MARKETING YEAR,VERMONT,50.0,"HONEY - PRODUCTION, MEASURED IN LB",240000
2012,MARKETING YEAR,VERMONT,50.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
2012,MARKETING YEAR,VIRGINIA,51.0,"HONEY - PRODUCTION, MEASURED IN LB",164000
2012,MARKETING YEAR,VIRGINIA,51.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
2012,MARKETING YEAR,WASHINGTON,53.0,"HONEY - PRODUCTION, MEASURED IN LB",2542000
2012,MARKETING YEAR,WASHINGTON,53.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",62000
2012,MARKETING YEAR,WEST VIRGINIA,54.0,"HONEY - PRODUCTION, MEASURED IN LB",288000
2012,MARKETING YEAR,WEST VIRGINIA,54.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
2012,MARKETING YEAR,WISCONSIN,55.0,"HONEY - PRODUCTION, MEASURED IN LB",4140000
2012,MARKETING YEAR,WISCONSIN,55.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
2012,MARKETING YEAR,WYOMING,56.0,"HONEY - PRODUCTION, MEASURED IN LB",2550000
2012,MARKETING YEAR,WYOMING,56.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",50000
2011,MARKETING YEAR,ALABAMA,1.0,"HONEY - PRODUCTION, MEASURED IN LB",450000
2011,MARKETING YEAR,ALABAMA,1.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
2011,MARKETING YEAR,ARIONA,4.0,"HONEY - PRODUCTION, MEASURED IN LB",1219000
2011,MARKETING YEAR,ARIONA,4.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",23000
2011,MARKETING YEAR,ARKANSAS,5.0,"HONEY - PRODUCTION, MEASURED IN LB",1408000
2011,MARKETING YEAR,ARKANSAS,5.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",22000
2011,MARKETING YEAR,CALIFORNIA,6.0,"HONEY - PRODUCTION, MEASURED IN LB",17760000
2011,MARKETING YEAR,CALIFORNIA,6.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",370000
2011,MARKETING YEAR,COLORADO,8.0,"HONEY - PRODUCTION, MEASURED IN LB",1705000
2011,MARKETING YEAR,COLORADO,8.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",31000
2011,MARKETING YEAR,FLORIDA,12.0,"HONEY - PRODUCTION, MEASURED IN LB",10980000
2011,MARKETING YEAR,FLORIDA,12.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",180000
2011,MARKETING YEAR,GEORGIA,13.0,"HONEY - PRODUCTION, MEASURED IN LB",2795000
2011,MARKETING YEAR,GEORGIA,13.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",65000
2011,MARKETING YEAR,HAWAII,15.0,"HONEY - PRODUCTION, MEASURED IN LB",666000
2011,MARKETING YEAR,HAWAII,15.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
2011,MARKETING YEAR,IDAHO,16.0,"HONEY - PRODUCTION, MEASURED IN LB",3132000
2011,MARKETING YEAR,IDAHO,16.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",87000
2011,MARKETING YEAR,ILLINOIS,17.0,"HONEY - PRODUCTION, MEASURED IN LB",350000
2011,MARKETING YEAR,ILLINOIS,17.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
2011,MARKETING YEAR,INDIANA,18.0,"HONEY - PRODUCTION, MEASURED IN LB",408000
2011,MARKETING YEAR,INDIANA,18.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
2011,MARKETING YEAR,IOWA,19.0,"HONEY - PRODUCTION, MEASURED IN LB",1550000
2011,MARKETING YEAR,IOWA,19.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
2011,MARKETING YEAR,KANSAS,20.0,"HONEY - PRODUCTION, MEASURED IN LB",308000
2011,MARKETING YEAR,KANSAS,20.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
2011,MARKETING YEAR,KENTUCKY,21.0,"HONEY - PRODUCTION, MEASURED IN LB",156000
2011,MARKETING YEAR,KENTUCKY,21.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
2011,MARKETING YEAR,LOUISIANA,22.0,"HONEY - PRODUCTION, MEASURED IN LB",2772000
2011,MARKETING YEAR,LOUISIANA,22.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",36000
2011,MARKETING YEAR,MAINE,23.0,"HONEY - PRODUCTION, MEASURED IN LB",120000
2011,MARKETING YEAR,MAINE,23.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
2011,MARKETING YEAR,MICHIGAN,26.0,"HONEY - PRODUCTION, MEASURED IN LB",4736000
2011,MARKETING YEAR,MICHIGAN,26.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",74000
2011,MARKETING YEAR,MINNESOTA,27.0,"HONEY - PRODUCTION, MEASURED IN LB",6360000
2011,MARKETING YEAR,MINNESOTA,27.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",120000
2011,MARKETING YEAR,MISSISSIPPI,28.0,"HONEY - PRODUCTION, MEASURED IN LB",2070000
2011,MARKETING YEAR,MISSISSIPPI,28.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
2011,MARKETING YEAR,MISSOURI,29.0,"HONEY - PRODUCTION, MEASURED IN LB",344000
2011,MARKETING YEAR,MISSOURI,29.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
2011,MARKETING YEAR,MONTANA,30.0,"HONEY - PRODUCTION, MEASURED IN LB",13340000
2011,MARKETING YEAR,MONTANA,30.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",145000
2011,MARKETING YEAR,NEBRASKA,31.0,"HONEY - PRODUCTION, MEASURED IN LB",2419000
2011,MARKETING YEAR,NEBRASKA,31.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",41000
2011,MARKETING YEAR,NEW JERSEY,34.0,"HONEY - PRODUCTION, MEASURED IN LB",451000
2011,MARKETING YEAR,NEW JERSEY,34.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
2011,MARKETING YEAR,NEW MEXICO,35.0,"HONEY - PRODUCTION, MEASURED IN LB",392000
2011,MARKETING YEAR,NEW MEXICO,35.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
2011,MARKETING YEAR,NEW YORK,36.0,"HONEY - PRODUCTION, MEASURED IN LB",2744000
2011,MARKETING YEAR,NEW YORK,36.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",49000
2011,MARKETING YEAR,NORTH CAROLINA,37.0,"HONEY - PRODUCTION, MEASURED IN LB",868000
2011,MARKETING YEAR,NORTH CAROLINA,37.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
2011,MARKETING YEAR,NORTH DAKOTA,38.0,"HONEY - PRODUCTION, MEASURED IN LB",32660000
2011,MARKETING YEAR,NORTH DAKOTA,38.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",460000
2011,MARKETING YEAR,OHIO,39.0,"HONEY - PRODUCTION, MEASURED IN LB",990000
2011,MARKETING YEAR,OHIO,39.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
2011,MARKETING YEAR,OREGON,41.0,"HONEY - PRODUCTION, MEASURED IN LB",2040000
2011,MARKETING YEAR,OREGON,41.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
2011,MARKETING YEAR,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB",1156000
2011,MARKETING YEAR,OTHER STATES,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
2011,MARKETING YEAR,PENNSYLVANIA,42.0,"HONEY - PRODUCTION, MEASURED IN LB",1056000
2011,MARKETING YEAR,PENNSYLVANIA,42.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",24000
2011,MARKETING YEAR,SOUTH DAKOTA,46.0,"HONEY - PRODUCTION, MEASURED IN LB",16500000
2011,MARKETING YEAR,SOUTH DAKOTA,46.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",250000
2011,MARKETING YEAR,TENNESSEE,47.0,"HONEY - PRODUCTION, MEASURED IN LB",308000
2011,MARKETING YEAR,TENNESSEE,47.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
2011,MARKETING YEAR,TEXAS,48.0,"HONEY - PRODUCTION, MEASURED IN LB",4524000
2011,MARKETING YEAR,TEXAS,48.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",78000
2011,MARKETING YEAR,UTAH,49.0,"HONEY - PRODUCTION, MEASURED IN LB",897000
2011,MARKETING YEAR,UTAH,49.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",23000
2011,MARKETING YEAR,VERMONT,50.0,"HONEY - PRODUCTION, MEASURED IN LB",172000
2011,MARKETING YEAR,VERMONT,50.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
2011,MARKETING YEAR,VIRGINIA,51.0,"HONEY - PRODUCTION, MEASURED IN LB",160000
2011,MARKETING YEAR,VIRGINIA,51.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
2011,MARKETING YEAR,WASHINGTON,53.0,"HONEY - PRODUCTION, MEASURED IN LB",2698000
2011,MARKETING YEAR,WASHINGTON,53.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",71000
2011,MARKETING YEAR,WEST VIRGINIA,54.0,"HONEY - PRODUCTION, MEASURED IN LB",212000
2011,MARKETING YEAR,WEST VIRGINIA,54.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
2011,MARKETING YEAR,WISCONSIN,55.0,"HONEY - PRODUCTION, MEASURED IN LB",3591000
2011,MARKETING YEAR,WISCONSIN,55.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",57000
2011,MARKETING YEAR,WYOMING,56.0,"HONEY - PRODUCTION, MEASURED IN LB",1890000
2011,MARKETING YEAR,WYOMING,56.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",35000
2010,MARKETING YEAR,ALABAMA,1.0,"HONEY - PRODUCTION, MEASURED IN LB",486000
2010,MARKETING YEAR,ALABAMA,1.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
2010,MARKETING YEAR,ARIONA,4.0,"HONEY - PRODUCTION, MEASURED IN LB",1848000
2010,MARKETING YEAR,ARIONA,4.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",24000
2010,MARKETING YEAR,ARKANSAS,5.0,"HONEY - PRODUCTION, MEASURED IN LB",1500000
2010,MARKETING YEAR,ARKANSAS,5.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
2010,MARKETING YEAR,CALIFORNIA,6.0,"HONEY - PRODUCTION, MEASURED IN LB",27470000
2010,MARKETING YEAR,CALIFORNIA,6.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",410000
2010,MARKETING YEAR,COLORADO,8.0,"HONEY - PRODUCTION, MEASURED IN LB",1904000
2010,MARKETING YEAR,COLORADO,8.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",34000
2010,MARKETING YEAR,FLORIDA,12.0,"HONEY - PRODUCTION, MEASURED IN LB",13800000
2010,MARKETING YEAR,FLORIDA,12.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",200000
2010,MARKETING YEAR,GEORGIA,13.0,"HONEY - PRODUCTION, MEASURED IN LB",2530000
2010,MARKETING YEAR,GEORGIA,13.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",55000
2010,MARKETING YEAR,HAWAII,15.0,"HONEY - PRODUCTION, MEASURED IN LB",770000
2010,MARKETING YEAR,HAWAII,15.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
2010,MARKETING YEAR,IDAHO,16.0,"HONEY - PRODUCTION, MEASURED IN LB",2619000
2010,MARKETING YEAR,IDAHO,16.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",97000
2010,MARKETING YEAR,ILLINOIS,17.0,"HONEY - PRODUCTION, MEASURED IN LB",369000
2010,MARKETING YEAR,ILLINOIS,17.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
2010,MARKETING YEAR,INDIANA,18.0,"HONEY - PRODUCTION, MEASURED IN LB",430000
2010,MARKETING YEAR,INDIANA,18.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
2010,MARKETING YEAR,IOWA,19.0,"HONEY - PRODUCTION, MEASURED IN LB",1323000
2010,MARKETING YEAR,IOWA,19.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",27000
2010,MARKETING YEAR,KANSAS,20.0,"HONEY - PRODUCTION, MEASURED IN LB",468000
2010,MARKETING YEAR,KANSAS,20.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
2010,MARKETING YEAR,KENTUCKY,21.0,"HONEY - PRODUCTION, MEASURED IN LB",335000
2010,MARKETING YEAR,KENTUCKY,21.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
2010,MARKETING YEAR,LOUISIANA,22.0,"HONEY - PRODUCTION, MEASURED IN LB",2880000
2010,MARKETING YEAR,LOUISIANA,22.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",36000
2010,MARKETING YEAR,MAINE,23.0,"HONEY - PRODUCTION, MEASURED IN LB",205000
2010,MARKETING YEAR,MAINE,23.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
2010,MARKETING YEAR,MICHIGAN,26.0,"HONEY - PRODUCTION, MEASURED IN LB",4118000
2010,MARKETING YEAR,MICHIGAN,26.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",71000
2010,MARKETING YEAR,MINNESOTA,27.0,"HONEY - PRODUCTION, MEASURED IN LB",8448000
2010,MARKETING YEAR,MINNESOTA,27.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",128000
2010,MARKETING YEAR,MISSISSIPPI,28.0,"HONEY - PRODUCTION, MEASURED IN LB",1568000
2010,MARKETING YEAR,MISSISSIPPI,28.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
2010,MARKETING YEAR,MISSOURI,29.0,"HONEY - PRODUCTION, MEASURED IN LB",572000
2010,MARKETING YEAR,MISSOURI,29.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
2010,MARKETING YEAR,MONTANA,30.0,"HONEY - PRODUCTION, MEASURED IN LB",11618000
2010,MARKETING YEAR,MONTANA,30.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",157000
2010,MARKETING YEAR,NEBRASKA,31.0,"HONEY - PRODUCTION, MEASURED IN LB",2255000
2010,MARKETING YEAR,NEBRASKA,31.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",41000
2010,MARKETING YEAR,NEW JERSEY,34.0,"HONEY - PRODUCTION, MEASURED IN LB",455000
2010,MARKETING YEAR,NEW JERSEY,34.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",13000
2010,MARKETING YEAR,NEW MEXICO,35.0,"HONEY - PRODUCTION, MEASURED IN LB",462000
2010,MARKETING YEAR,NEW MEXICO,35.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
2010,MARKETING YEAR,NEW YORK,36.0,"HONEY - PRODUCTION, MEASURED IN LB",2880000
2010,MARKETING YEAR,NEW YORK,36.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",45000
2010,MARKETING YEAR,NORTH CAROLINA,37.0,"HONEY - PRODUCTION, MEASURED IN LB",598000
2010,MARKETING YEAR,NORTH CAROLINA,37.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",13000
2010,MARKETING YEAR,NORTH DAKOTA,38.0,"HONEY - PRODUCTION, MEASURED IN LB",46410000
2010,MARKETING YEAR,NORTH DAKOTA,38.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",510000
2010,MARKETING YEAR,OHIO,39.0,"HONEY - PRODUCTION, MEASURED IN LB",1116000
2010,MARKETING YEAR,OHIO,39.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
2010,MARKETING YEAR,OREGON,41.0,"HONEY - PRODUCTION, MEASURED IN LB",2301000
2010,MARKETING YEAR,OREGON,41.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",59000
2010,MARKETING YEAR,OTHER STATES,,"HONEY - PRODUCTION, MEASURED IN LB",1168000
2010,MARKETING YEAR,OTHER STATES,,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",26000
2010,MARKETING YEAR,PENNSYLVANIA,42.0,"HONEY - PRODUCTION, MEASURED IN LB",1110000
2010,MARKETING YEAR,PENNSYLVANIA,42.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
2010,MARKETING YEAR,SOUTH DAKOTA,46.0,"HONEY - PRODUCTION, MEASURED IN LB",15370000
2010,MARKETING YEAR,SOUTH DAKOTA,46.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",265000
2010,MARKETING YEAR,TENNESSEE,47.0,"HONEY - PRODUCTION, MEASURED IN LB",504000
2010,MARKETING YEAR,TENNESSEE,47.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
2010,MARKETING YEAR,TEXAS,48.0,"HONEY - PRODUCTION, MEASURED IN LB",7200000
2010,MARKETING YEAR,TEXAS,48.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",100000
2010,MARKETING YEAR,UTAH,49.0,"HONEY - PRODUCTION, MEASURED IN LB",780000
2010,MARKETING YEAR,UTAH,49.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",26000
2010,MARKETING YEAR,VERMONT,50.0,"HONEY - PRODUCTION, MEASURED IN LB",260000
2010,MARKETING YEAR,VERMONT,50.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
2010,MARKETING YEAR,VIRGINIA,51.0,"HONEY - PRODUCTION, MEASURED IN LB",185000
2010,MARKETING YEAR,VIRGINIA,51.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
2010,MARKETING YEAR,WASHINGTON,53.0,"HONEY - PRODUCTION, MEASURED IN LB",2627000
2010,MARKETING YEAR,WASHINGTON,53.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",71000
2010,MARKETING YEAR,WEST VIRGINIA,54.0,"HONEY - PRODUCTION, MEASURED IN LB",200000
2010,MARKETING YEAR,WEST VIRGINIA,54.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
2010,MARKETING YEAR,WISCONSIN,55.0,"HONEY - PRODUCTION, MEASURED IN LB",4096000
2010,MARKETING YEAR,WISCONSIN,55.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",64000
2010,MARKETING YEAR,WYOMING,56.0,"HONEY - PRODUCTION, MEASURED IN LB",1224000
2010,MARKETING YEAR,WYOMING,56.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",34000
2009,MARKETING YEAR,ALABAMA,1.0,"HONEY - PRODUCTION, MEASURED IN LB",450000
2009,MARKETING YEAR,ALABAMA,1.0,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
